ISO 693-3,Language Name,MMSTTS,ethnologuelink,Population Text,Population Estimate,lang_prefix,Total TTS,Variants,Online,Offline
hak,"Chinese, Hakka",y,"<a href=""https://www.ethnologue.com/language/hak"">Ethnologue</a>",1M to 1B,500000000,hak,1,1,0,1
hal,Halang,,"<a href=""https://www.ethnologue.com/language/hal"">Ethnologue</a>",10K to 1M,500000,hal,0,0,0,0
hap,Hupla,y,"<a href=""https://www.ethnologue.com/language/hap"">Ethnologue</a>",Less than 10K,9900,hap,1,1,0,1
haq,Ha,,"<a href=""https://www.ethnologue.com/language/haq"">Ethnologue</a>",1M to 1B,500000000,haq,0,0,0,0
har,Harari,,"<a href=""https://www.ethnologue.com/language/har"">Ethnologue</a>",10K to 1M,500000,har,0,0,0,0
has,Haisla,,"<a href=""https://www.ethnologue.com/language/has"">Ethnologue</a>",,,has,0,0,0,0
hat,Haitian Creole,y,"<a href=""https://www.ethnologue.com/language/hat"">Ethnologue</a>",1M to 1B,500000000,ht,1,1,0,1
hau,Hausa,y,"<a href=""https://www.ethnologue.com/language/hau"">Ethnologue</a>",1M to 1B,500000000,ha,7,7,0,7
hav,Havu,,"<a href=""https://www.ethnologue.com/language/hav"">Ethnologue</a>",10K to 1M,500000,hav,0,0,0,0
haw,Hawaiian,,"<a href=""https://www.ethnologue.com/language/haw"">Ethnologue</a>",Less than 10K,9900,haw,0,0,0,0
hay,Haya,y,"<a href=""https://www.ethnologue.com/language/hay"">Ethnologue</a>",1M to 1B,500000000,hay,1,1,0,1
haz,Hazaragi,,"<a href=""https://www.ethnologue.com/language/haz"">Ethnologue</a>",1M to 1B,500000000,haz,0,0,0,0
hbb,Nya Huba,,"<a href=""https://www.ethnologue.com/language/hbb"">Ethnologue</a>",10K to 1M,500000,hbb,0,0,0,0
hbn,Heiban,,"<a href=""https://www.ethnologue.com/language/hbn"">Ethnologue</a>",10K to 1M,500000,hbn,0,0,0,0
hca,Andaman Hindi Creole,,"<a href=""https://www.ethnologue.com/language/hca"">Ethnologue</a>",10K to 1M,500000,hca,0,0,0,0
hch,Huichol,,"<a href=""https://www.ethnologue.com/language/hch"">Ethnologue</a>",10K to 1M,500000,hch,0,0,0,0
hdn,"Haida, Northern",,"<a href=""https://www.ethnologue.com/language/hdn"">Ethnologue</a>",,,hdn,0,0,0,0
hdy,Hadiyya,,"<a href=""https://www.ethnologue.com/language/hdy"">Ethnologue</a>",1M to 1B,500000000,hdy,0,0,0,0
hea,"Miao, Northern Qiandong",,"<a href=""https://www.ethnologue.com/language/hea"">Ethnologue</a>",1M to 1B,500000000,hea,0,0,0,0
heb,Hebrew,y,"<a href=""https://www.ethnologue.com/language/heb"">Ethnologue</a>",1M to 1B,500000000,he,5,4,2,3
heg,Helong,,"<a href=""https://www.ethnologue.com/language/heg"">Ethnologue</a>",10K to 1M,500000,heg,0,0,0,0
heh,Hehe,y,"<a href=""https://www.ethnologue.com/language/heh"">Ethnologue</a>",1M to 1B,500000000,heh,1,1,0,1
hei,Heiltsuk,,"<a href=""https://www.ethnologue.com/language/hei"">Ethnologue</a>",,,hei,0,0,0,0
her,Herero,,"<a href=""https://www.ethnologue.com/language/her"">Ethnologue</a>",10K to 1M,500000,hz,0,0,0,0
hgm,Hai,,y,10K to 1M,500000,hgm,0,0,0,0
hgw,Haigwai,,"<a href=""https://www.ethnologue.com/language/hgw"">Ethnologue</a>",Less than 10K,9900,hgw,0,0,0,0
hia,Lamang,,"<a href=""https://www.ethnologue.com/language/hia"">Ethnologue</a>",10K to 1M,500000,hia,0,0,0,0
hid,Hidatsa,,"<a href=""https://www.ethnologue.com/language/hid"">Ethnologue</a>",Less than 10K,9900,hid,0,0,0,0
hif,"Hindi, Fiji",y,"<a href=""https://www.ethnologue.com/language/hif"">Ethnologue</a>",10K to 1M,500000,hif,1,1,0,1
hig,Kamwe,y,"<a href=""https://www.ethnologue.com/language/hig"">Ethnologue</a>",10K to 1M,500000,hig,1,1,0,1
hii,Hinduri,,"<a href=""https://www.ethnologue.com/language/hii"">Ethnologue</a>",10K to 1M,500000,hii,0,0,0,0
hil,Hiligaynon,y,"<a href=""https://www.ethnologue.com/language/hil"">Ethnologue</a>",1M to 1B,500000000,hil,1,1,0,1
hin,Hindi,y,"<a href=""https://www.ethnologue.com/language/hin"">Ethnologue</a>",1M to 1B,500000000,hi,17,6,9,8
hio,Tshuwau,,"<a href=""https://www.ethnologue.com/language/hio"">Ethnologue</a>",Less than 10K,9900,hio,0,0,0,0
hix,Hixkaryána,,"<a href=""https://www.ethnologue.com/language/hix"">Ethnologue</a>",Less than 10K,9900,hix,0,0,0,0
hkk,Hunjara-Kaina Ke,,"<a href=""https://www.ethnologue.com/language/hkk"">Ethnologue</a>",Less than 10K,9900,hkk,0,0,0,0
hla,Halia,,"<a href=""https://www.ethnologue.com/language/hla"">Ethnologue</a>",10K to 1M,500000,hla,0,0,0,0
hlb,Halbi,y,"<a href=""https://www.ethnologue.com/language/hlb"">Ethnologue</a>",1M to 1B,500000000,hlb,1,1,0,1
hld,Halang Doan,,"<a href=""https://www.ethnologue.com/language/hld"">Ethnologue</a>",Less than 10K,9900,hld,0,0,0,0
hlt,"Chin, Matu",y,"<a href=""https://www.ethnologue.com/language/hlt"">Ethnologue</a>",10K to 1M,500000,hlt,1,1,0,1
hmb,"Songhay, Humburi Senni",,"<a href=""https://www.ethnologue.com/language/hmb"">Ethnologue</a>",10K to 1M,500000,hmb,0,0,0,0
hmd,"Miao, Large Flowery",,"<a href=""https://www.ethnologue.com/language/hmd"">Ethnologue</a>",10K to 1M,500000,hmd,0,0,0,0
hmg,"Miao, Southwestern Guiyang",,"<a href=""https://www.ethnologue.com/language/hmg"">Ethnologue</a>",10K to 1M,500000,hmg,0,0,0,0
hmj,Ge,,"<a href=""https://www.ethnologue.com/language/hmj"">Ethnologue</a>",10K to 1M,500000,hmj,0,0,0,0
hml,"Miao, Luopohe",,"<a href=""https://www.ethnologue.com/language/hml"">Ethnologue</a>",10K to 1M,500000,hml,0,0,0,0
hmo,"Motu, Hiri",,"<a href=""https://www.ethnologue.com/language/hmo"">Ethnologue</a>",10K to 1M,500000,ho,2,2,0,2
hmr,Hmar,,"<a href=""https://www.ethnologue.com/language/hmr"">Ethnologue</a>",10K to 1M,500000,hmr,0,0,0,0
hms,"Miao, Southern Qiandong",,"<a href=""https://www.ethnologue.com/language/hms"">Ethnologue</a>",10K to 1M,500000,hms,0,0,0,0
hmt,Hamtai,,"<a href=""https://www.ethnologue.com/language/hmt"">Ethnologue</a>",10K to 1M,500000,hmt,0,0,0,0
hmw,"Miao, Western Mashan",,"<a href=""https://www.ethnologue.com/language/hmw"">Ethnologue</a>",10K to 1M,500000,hmw,0,0,0,0
hmz,Sinicized Miao,,"<a href=""https://www.ethnologue.com/language/hmz"">Ethnologue</a>",10K to 1M,500000,hmz,0,0,0,0
hna,Mina,,"<a href=""https://www.ethnologue.com/language/hna"">Ethnologue</a>",10K to 1M,500000,hna,0,0,0,0
hnd,"Hindko, Southern",,"<a href=""https://www.ethnologue.com/language/hnd"">Ethnologue</a>",1M to 1B,500000000,hnd,0,0,0,0
hne,Chhattisgarhi,y,"<a href=""https://www.ethnologue.com/language/hne"">Ethnologue</a>",1M to 1B,500000000,hne,1,1,0,1
hni,Hani,,"<a href=""https://www.ethnologue.com/language/hni"">Ethnologue</a>",10K to 1M,500000,hni,0,0,0,0
hnj,Hmong Njua,,"<a href=""https://www.ethnologue.com/language/hnj"">Ethnologue</a>",10K to 1M,500000,hnj,0,0,0,0
hnn,Hanunoo,y,"<a href=""https://www.ethnologue.com/language/hnn"">Ethnologue</a>",10K to 1M,500000,hnn,1,1,0,1
hno,"Hindko, Northern",,"<a href=""https://www.ethnologue.com/language/hno"">Ethnologue</a>",1M to 1B,500000000,hno,0,0,0,0
hns,"Hindustani, Sarnami",y,"<a href=""https://www.ethnologue.com/language/hns"">Ethnologue</a>",10K to 1M,500000,hns,1,1,0,1
hoa,Hoava,,"<a href=""https://www.ethnologue.com/language/hoa"">Ethnologue</a>",Less than 10K,9900,hoa,0,0,0,0
hoc,Ho,y,"<a href=""https://www.ethnologue.com/language/hoc"">Ethnologue</a>",1M to 1B,500000000,hoc,1,1,0,1
hoe,Horom,,"<a href=""https://www.ethnologue.com/language/hoe"">Ethnologue</a>",Less than 10K,9900,hoe,0,0,0,0
hoj,Haroti,,"<a href=""https://www.ethnologue.com/language/hoj"">Ethnologue</a>",1M to 1B,500000000,hoj,0,0,0,0
hol,Holu,,"<a href=""https://www.ethnologue.com/language/hol"">Ethnologue</a>",10K to 1M,500000,hol,0,0,0,0
hoo,Holoholo,,"<a href=""https://www.ethnologue.com/language/hoo"">Ethnologue</a>",10K to 1M,500000,hoo,0,0,0,0
hop,Hopi,,"<a href=""https://www.ethnologue.com/language/hop"">Ethnologue</a>",Less than 10K,9900,hop,0,0,0,0
hot,Malei,,"<a href=""https://www.ethnologue.com/language/hot"">Ethnologue</a>",Less than 10K,9900,hot,0,0,0,0
how,Honi,,"<a href=""https://www.ethnologue.com/language/how"">Ethnologue</a>",10K to 1M,500000,how,0,0,0,0
hoy,Holiya,y,"<a href=""https://www.ethnologue.com/language/hoy"">Ethnologue</a>",Less than 10K,9900,hoy,1,1,0,1
hra,Hrangkhol,,"<a href=""https://www.ethnologue.com/language/hra"">Ethnologue</a>",10K to 1M,500000,hra,0,0,0,0
hre,Hre,,"<a href=""https://www.ethnologue.com/language/hre"">Ethnologue</a>",10K to 1M,500000,hre,0,0,0,0
hrm,"Miao, Horned",,"<a href=""https://www.ethnologue.com/language/hrm"">Ethnologue</a>",10K to 1M,500000,hrm,0,0,0,0
hru,Hruso,,"<a href=""https://www.ethnologue.com/language/hru"">Ethnologue</a>",Less than 10K,9900,hru,0,0,0,0
hrv,Croatian,,"<a href=""https://www.ethnologue.com/language/hrv"">Ethnologue</a>",1M to 1B,500000000,hr,6,1,2,4
hsb,"Sorbian, Upper",,"<a href=""https://www.ethnologue.com/language/hsb"">Ethnologue</a>",10K to 1M,500000,hsb,0,0,0,0
hsn,"Chinese, Xiang",,"<a href=""https://www.ethnologue.com/language/hsn"">Ethnologue</a>",1M to 1B,500000000,hsn,0,0,0,0
hto,"Witoto, Minika",y,"<a href=""https://www.ethnologue.com/language/hto"">Ethnologue</a>",Less than 10K,9900,hto,1,1,0,1
hts,Hadza,,"<a href=""https://www.ethnologue.com/language/hts"">Ethnologue</a>",Less than 10K,9900,hts,0,0,0,0
hub,Wampís,y,"<a href=""https://www.ethnologue.com/language/hub"">Ethnologue</a>",10K to 1M,500000,hub,1,1,0,1
huc,ǂ’Amkhoe,,"<a href=""https://www.ethnologue.com/language/huc"">Ethnologue</a>",,,huc,0,0,0,0
hue,"Huave, San Francisco del Mar",,"<a href=""https://www.ethnologue.com/language/hue"">Ethnologue</a>",Less than 10K,9900,hue,0,0,0,0
huf,Humene,,"<a href=""https://www.ethnologue.com/language/huf"">Ethnologue</a>",Less than 10K,9900,huf,0,0,0,0
huh,Huilliche,,"<a href=""https://www.ethnologue.com/language/huh"">Ethnologue</a>",,,huh,0,0,0,0
hui,Huli,y,"<a href=""https://www.ethnologue.com/language/hui"">Ethnologue</a>",10K to 1M,500000,hui,1,1,0,1
hul,Vula’a,,"<a href=""https://www.ethnologue.com/language/hul"">Ethnologue</a>",Less than 10K,9900,hul,0,0,0,0
hum,Hungana,,"<a href=""https://www.ethnologue.com/language/hum"">Ethnologue</a>",Less than 10K,9900,hum,0,0,0,0
hun,Hungarian,y,"<a href=""https://www.ethnologue.com/language/hun"">Ethnologue</a>",1M to 1B,500000000,hu,10,8,2,8
hur,Halkomelem,,"<a href=""https://www.ethnologue.com/language/hur"">Ethnologue</a>",Less than 10K,9900,hur,0,0,0,0
hus,Huastec,"y (dialect: centralveracruz, dialect: westernpotosino)","<a href=""https://www.ethnologue.com/language/hus"">Ethnologue</a>",10K to 1M,500000,hus,2,2,0,2
hut,Humla,,"<a href=""https://www.ethnologue.com/language/hut"">Ethnologue</a>",Less than 10K,9900,hut,0,0,0,0
huu,"Witoto, Murui",y,"<a href=""https://www.ethnologue.com/language/huu"">Ethnologue</a>",Less than 10K,9900,huu,1,1,0,1
huv,"Huave, San Mateo del Mar",y,"<a href=""https://www.ethnologue.com/language/huv"">Ethnologue</a>",10K to 1M,500000,huv,1,1,0,1
hux,"Witoto, Nipode",,"<a href=""https://www.ethnologue.com/language/hux"">Ethnologue</a>",Less than 10K,9900,hux,0,0,0,0
huz,Hunzib,,"<a href=""https://www.ethnologue.com/language/huz"">Ethnologue</a>",Less than 10K,9900,huz,0,0,0,0
hve,"Huave, San Dionisio del Mar",,"<a href=""https://www.ethnologue.com/language/hve"">Ethnologue</a>",Less than 10K,9900,hve,0,0,0,0
hvn,Hawu,y,"<a href=""https://www.ethnologue.com/language/hvn"">Ethnologue</a>",10K to 1M,500000,hvn,1,1,0,1
hvv,"Huave, Santa María del Mar",,"<a href=""https://www.ethnologue.com/language/hvv"">Ethnologue</a>",Less than 10K,9900,hvv,0,0,0,0
hwc,Hawaii Pidgin,y,"<a href=""https://www.ethnologue.com/language/hwc"">Ethnologue</a>",1M to 1B,500000000,hwc,1,1,0,1
hwo,Hwana,,"<a href=""https://www.ethnologue.com/language/hwo"">Ethnologue</a>",10K to 1M,500000,hwo,0,0,0,0
hye,Armenian,,"<a href=""https://www.ethnologue.com/language/hye"">Ethnologue</a>",1M to 1B,500000000,hy,3,2,2,1
hyw,"Armenian, Western",y,"<a href=""https://www.ethnologue.com/language/hyw"">Ethnologue</a>",1M to 1B,500000000,hyw,1,1,0,1
iai,Iaai,,"<a href=""https://www.ethnologue.com/language/iai"">Ethnologue</a>",Less than 10K,9900,iai,0,0,0,0
ian,Iatmul,,"<a href=""https://www.ethnologue.com/language/ian"">Ethnologue</a>",Less than 10K,9900,ian,0,0,0,0
iar,Purari,,"<a href=""https://www.ethnologue.com/language/iar"">Ethnologue</a>",Less than 10K,9900,iar,0,0,0,0
iba,Iban,y,"<a href=""https://www.ethnologue.com/language/iba"">Ethnologue</a>",1M to 1B,500000000,iba,1,1,0,1
ibb,Ibibio,,"<a href=""https://www.ethnologue.com/language/ibb"">Ethnologue</a>",1M to 1B,500000000,ibb,0,0,0,0
ibd,Iwaidja,,"<a href=""https://www.ethnologue.com/language/ibd"">Ethnologue</a>",Less than 10K,9900,ibd,0,0,0,0
ibg,Ibanag,,"<a href=""https://www.ethnologue.com/language/ibg"">Ethnologue</a>",10K to 1M,500000,ibg,0,0,0,0
ibl,Ibaloi,,"<a href=""https://www.ethnologue.com/language/ibl"">Ethnologue</a>",10K to 1M,500000,ibl,0,0,0,0
ibo,Igbo,,"<a href=""https://www.ethnologue.com/language/ibo"">Ethnologue</a>",1M to 1B,500000000,ig,1,1,0,1
iby,Ibani,,"<a href=""https://www.ethnologue.com/language/iby"">Ethnologue</a>",10K to 1M,500000,iby,0,0,0,0
ica,Ede Ica,,"<a href=""https://www.ethnologue.com/language/ica"">Ethnologue</a>",10K to 1M,500000,ica,0,0,0,0
ich,Etkywan,,"<a href=""https://www.ethnologue.com/language/ich"">Ethnologue</a>",10K to 1M,500000,ich,0,0,0,0
icr,Islander English Creole,y,"<a href=""https://www.ethnologue.com/language/icr"">Ethnologue</a>",10K to 1M,500000,icr,1,1,0,1
ida,Luidakho-Luisukha-Lutirichi,,"<a href=""https://www.ethnologue.com/language/ida"">Ethnologue</a>",10K to 1M,500000,ida,0,0,0,0
idd,Ede Idaca,y,"<a href=""https://www.ethnologue.com/language/idd"">Ethnologue</a>",10K to 1M,500000,idd,1,1,0,1
idi,Idi,,"<a href=""https://www.ethnologue.com/language/idi"">Ethnologue</a>",Less than 10K,9900,idi,0,0,0,0
idu,Idoma,,"<a href=""https://www.ethnologue.com/language/idu"">Ethnologue</a>",1M to 1B,500000000,idu,0,0,0,0
ifa,"Ifugao, Amganad",y,"<a href=""https://www.ethnologue.com/language/ifa"">Ethnologue</a>",10K to 1M,500000,ifa,1,1,0,1
ifb,"Ifugao, Batad",y,"<a href=""https://www.ethnologue.com/language/ifb"">Ethnologue</a>",10K to 1M,500000,ifb,1,1,0,1
ife,Ifè,y,"<a href=""https://www.ethnologue.com/language/ife"">Ethnologue</a>",10K to 1M,500000,ife,1,1,0,1
ifk,"Ifugao, Tuwali",y,"<a href=""https://www.ethnologue.com/language/ifk"">Ethnologue</a>",10K to 1M,500000,ifk,1,1,0,1
ifm,Teke-Wuumu,,"<a href=""https://www.ethnologue.com/language/ifm"">Ethnologue</a>",10K to 1M,500000,ifm,0,0,0,0
ifu,"Ifugao, Mayoyao",y,"<a href=""https://www.ethnologue.com/language/ifu"">Ethnologue</a>",10K to 1M,500000,ifu,1,1,0,1
ify,"Kallahan, Keley-i",y,"<a href=""https://www.ethnologue.com/language/ify"">Ethnologue</a>",Less than 10K,9900,ify,1,1,0,1
igb,Ebira,,"<a href=""https://www.ethnologue.com/language/igb"">Ethnologue</a>",1M to 1B,500000000,igb,0,0,0,0
ige,Igede,,"<a href=""https://www.ethnologue.com/language/ige"">Ethnologue</a>",10K to 1M,500000,ige,0,0,0,0
igl,Igala,,"<a href=""https://www.ethnologue.com/language/igl"">Ethnologue</a>",1M to 1B,500000000,igl,0,0,0,0
ign,Ignaciano,y,"<a href=""https://www.ethnologue.com/language/ign"">Ethnologue</a>",Less than 10K,9900,ign,1,1,0,1
ihp,Iha,,"<a href=""https://www.ethnologue.com/language/ihp"">Ethnologue</a>",Less than 10K,9900,ihp,0,0,0,0
iii,Nuosu,,"<a href=""https://www.ethnologue.com/language/iii"">Ethnologue</a>",1M to 1B,500000000,ii,0,0,0,0
ijc,Izon,,"<a href=""https://www.ethnologue.com/language/ijc"">Ethnologue</a>",1M to 1B,500000000,ijc,0,0,0,0
ijj,Ede Ije,,"<a href=""https://www.ethnologue.com/language/ijj"">Ethnologue</a>",10K to 1M,500000,ijj,0,0,0,0
ijn,Kalabari,,"<a href=""https://www.ethnologue.com/language/ijn"">Ethnologue</a>",10K to 1M,500000,ijn,0,0,0,0
ijs,"Ijo, Southeast",,"<a href=""https://www.ethnologue.com/language/ijs"">Ethnologue</a>",10K to 1M,500000,ijs,0,0,0,0
ike,"Inuktitut, Eastern Canadian",,"<a href=""https://www.ethnologue.com/language/ike"">Ethnologue</a>",10K to 1M,500000,ike,0,0,0,0
iki,Iko,,"<a href=""https://www.ethnologue.com/language/iki"">Ethnologue</a>",Less than 10K,9900,iki,0,0,0,0
ikk,Ika,y,"<a href=""https://www.ethnologue.com/language/ikk"">Ethnologue</a>",10K to 1M,500000,ikk,1,1,0,1
iko,Olulumo-Ikom,,"<a href=""https://www.ethnologue.com/language/iko"">Ethnologue</a>",10K to 1M,500000,iko,0,0,0,0
ikt,Inuinnaqtun,,"<a href=""https://www.ethnologue.com/language/ikt"">Ethnologue</a>",Less than 10K,9900,ikt,0,0,0,0
ikw,Ikwere,,"<a href=""https://www.ethnologue.com/language/ikw"">Ethnologue</a>",10K to 1M,500000,ikw,0,0,0,0
ikx,Ik,,"<a href=""https://www.ethnologue.com/language/ikx"">Ethnologue</a>",10K to 1M,500000,ikx,0,0,0,0
ilb,Ila,y,"<a href=""https://www.ethnologue.com/language/ilb"">Ethnologue</a>",10K to 1M,500000,ilb,1,1,0,1
ilk,Bogkalot,,"<a href=""https://www.ethnologue.com/language/ilk"">Ethnologue</a>",Less than 10K,9900,ilk,0,0,0,0
ilo,Ilocano,y,"<a href=""https://www.ethnologue.com/language/ilo"">Ethnologue</a>",1M to 1B,500000000,ilo,1,1,0,1
ilp,Iranun,,"<a href=""https://www.ethnologue.com/language/ilp"">Ethnologue</a>",10K to 1M,500000,ilp,0,0,0,0
ilu,Ili’uun,,"<a href=""https://www.ethnologue.com/language/ilu"">Ethnologue</a>",Less than 10K,9900,ilu,0,0,0,0
imo,Imbongu,y,"<a href=""https://www.ethnologue.com/language/imo"">Ethnologue</a>",10K to 1M,500000,imo,1,1,0,1
ina,Interlingua (International Auxiliary Language Association),,"<a href=""https://www.ethnologue.com/language/ina"">Ethnologue</a>",Not Found,,ia,0,0,0,0
inb,Inga,y,"<a href=""https://www.ethnologue.com/language/inb"">Ethnologue</a>",10K to 1M,500000,inb,1,1,0,1
ind,Indonesian,y,"<a href=""https://www.ethnologue.com/language/ind"">Ethnologue</a>",1M to 1B,500000000,id,4,2,2,2
inj,"Inga, Jungle",,"<a href=""https://www.ethnologue.com/language/inj"">Ethnologue</a>",10K to 1M,500000,inj,0,0,0,0
ino,Inoke-Yate,,"<a href=""https://www.ethnologue.com/language/ino"">Ethnologue</a>",10K to 1M,500000,ino,0,0,0,0
int,Intha,,"<a href=""https://www.ethnologue.com/language/int"">Ethnologue</a>",10K to 1M,500000,int,0,0,0,0
ior,Inor,,"<a href=""https://www.ethnologue.com/language/ior"">Ethnologue</a>",10K to 1M,500000,ior,0,0,0,0
iou,Tuma-Irumu,y,"<a href=""https://www.ethnologue.com/language/iou"">Ethnologue</a>",Less than 10K,9900,iou,1,1,0,1
iow,Iowa-Oto,,"<a href=""https://www.ethnologue.com/language/iow"">Ethnologue</a>",,,iow,0,0,0,0
ipi,Ipili,y,"<a href=""https://www.ethnologue.com/language/ipi"">Ethnologue</a>",10K to 1M,500000,ipi,1,1,0,1
ipo,Ipiko,,"<a href=""https://www.ethnologue.com/language/ipo"">Ethnologue</a>",Less than 10K,9900,ipo,0,0,0,0
iqu,Iquitu,,"<a href=""https://www.ethnologue.com/language/iqu"">Ethnologue</a>",,,iqu,0,0,0,0
iqw,Ikwo,y,"<a href=""https://www.ethnologue.com/language/iqw"">Ethnologue</a>",10K to 1M,500000,iqw,1,1,0,1
iri,Rigwe,y,"<a href=""https://www.ethnologue.com/language/iri"">Ethnologue</a>",10K to 1M,500000,iri,1,1,0,1
irk,Iraqw,y,"<a href=""https://www.ethnologue.com/language/irk"">Ethnologue</a>",10K to 1M,500000,irk,1,1,0,1
irn,Irántxe,,"<a href=""https://www.ethnologue.com/language/irn"">Ethnologue</a>",,,irn,0,0,0,0
irr,Ir,,"<a href=""https://www.ethnologue.com/language/irr"">Ethnologue</a>",Less than 10K,9900,irr,0,0,0,0
iru,Irula,,"<a href=""https://www.ethnologue.com/language/iru"">Ethnologue</a>",10K to 1M,500000,iru,0,0,0,0
irx,Kamberau,,"<a href=""https://www.ethnologue.com/language/irx"">Ethnologue</a>",Less than 10K,9900,irx,0,0,0,0
iry,Iraya,,"<a href=""https://www.ethnologue.com/language/iry"">Ethnologue</a>",10K to 1M,500000,iry,0,0,0,0
isd,Isnag,,"<a href=""https://www.ethnologue.com/language/isd"">Ethnologue</a>",10K to 1M,500000,isd,0,0,0,0
ish,Esan,,"<a href=""https://www.ethnologue.com/language/ish"">Ethnologue</a>",10K to 1M,500000,ish,0,0,0,0
isi,Nkem-Nkum,,"<a href=""https://www.ethnologue.com/language/isi"">Ethnologue</a>",10K to 1M,500000,isi,0,0,0,0
isl,Icelandic,y,"<a href=""https://www.ethnologue.com/language/isl"">Ethnologue</a>",10K to 1M,500000,is,5,2,4,1
isn,Isanzu,,"<a href=""https://www.ethnologue.com/language/isn"">Ethnologue</a>",10K to 1M,500000,isn,0,0,0,0
iso,Isoko,,"<a href=""https://www.ethnologue.com/language/iso"">Ethnologue</a>",10K to 1M,500000,iso,0,0,0,0
isu,Isu,,"<a href=""https://www.ethnologue.com/language/isu"">Ethnologue</a>",10K to 1M,500000,isu,0,0,0,0
ita,Italian,,"<a href=""https://www.ethnologue.com/language/ita"">Ethnologue</a>",1M to 1B,500000000,it,51,4,24,27
itd,"Tidung, Southern",,"<a href=""https://www.ethnologue.com/language/itd"">Ethnologue</a>",10K to 1M,500000,itd,0,0,0,0
ite,Itene,,"<a href=""https://www.ethnologue.com/language/ite"">Ethnologue</a>",,,ite,0,0,0,0
iti,"Itneg, Inlaud",,"<a href=""https://www.ethnologue.com/language/iti"">Ethnologue</a>",Less than 10K,9900,iti,0,0,0,0
itl,Itelmen,y,"<a href=""https://www.ethnologue.com/language/itl"">Ethnologue</a>",Less than 10K,9900,itl,1,1,0,1
ito,Itonama,,"<a href=""https://www.ethnologue.com/language/ito"">Ethnologue</a>",,,ito,0,0,0,0
itr,Yawuno Teneyo,,"<a href=""https://www.ethnologue.com/language/itr"">Ethnologue</a>",Less than 10K,9900,itr,0,0,0,0
its,Isekiri,,"<a href=""https://www.ethnologue.com/language/its"">Ethnologue</a>",1M to 1B,500000000,its,0,0,0,0
itt,"Itneg, Maeng",,"<a href=""https://www.ethnologue.com/language/itt"">Ethnologue</a>",10K to 1M,500000,itt,0,0,0,0
itv,Itawit,y,"<a href=""https://www.ethnologue.com/language/itv"">Ethnologue</a>",10K to 1M,500000,itv,1,1,0,1
ity,"Itneg, Moyadan",,"<a href=""https://www.ethnologue.com/language/ity"">Ethnologue</a>",10K to 1M,500000,ity,0,0,0,0
itz,Itza’,,"<a href=""https://www.ethnologue.com/language/itz"">Ethnologue</a>",Less than 10K,9900,itz,0,0,0,0
ium,Iu Mien,,"<a href=""https://www.ethnologue.com/language/ium"">Ethnologue</a>",10K to 1M,500000,ium,0,0,0,0
ivb,Ibatan,,"<a href=""https://www.ethnologue.com/language/ivb"">Ethnologue</a>",Less than 10K,9900,ivb,0,0,0,0
ivv,Ivatan,,"<a href=""https://www.ethnologue.com/language/ivv"">Ethnologue</a>",10K to 1M,500000,ivv,0,0,0,0
